,app_name,price,rating_count,rating,category
2033,Real Steel World Robot Boxing,0.0,41277,4.5,Games
2034,Sago Mini Pet Cafe,2.99,477,4.5,Education
2035,Cartwheel by Target,0.0,14682,3.5,Shopping
2036,"Morning — Weather, To-Do, News, and more",0.99,294,3.5,Productivity
2037,動画英文法2700,9.99,0,0.0,Education
2038,腾讯新闻HD-最资深的阅读软件,0.0,77,3.5,News
2039,SAMURAI SHODOWN II,2.99,195,3.5,Games
2040,Santa Call & Tracker Free - North Pole Command,0.0,1458,4.5,Entertainment
2041,EPOCH.2,0.99,3525,4.5,Games
2042,Ab in den Urlaub – Pauschalreisen günstig buchen,0.0,22,5.0,Travel
2043,Stylish School Timetable,0.0,7,4.0,Education
2044,My Talking Pet,1.99,9035,4.5,Entertainment
2045,Riptide GP2,1.99,3311,4.5,Games
2046,Lotto Out! - Mexican Loteria,0.99,26,3.5,Games
2047,. Calculator .,0.0,1525,4.5,Utilities
2048,SimpleRockets,2.99,1436,4.5,Games
2049,rymdkapsel,3.99,1622,4.5,Games
2050,Tomb Raider I,0.99,702,4.0,Games
2051,Teen Titans Go Arcade,0.0,897,3.5,Games
2052,Canon PRINT Inkjet/SELPHY,0.0,689,2.5,Photo & Video
2053,Math 42,0.0,248,4.0,Education
2054,Fishdom,0.0,39217,4.5,Games
2055,LEGO® The Lord of the Rings™,4.99,2054,4.5,Games
2056,"Tile - Find & track your lost phone, wallet, keys",0.0,5684,4.0,Lifestyle
2057,Hunter Island: Monsters & Dragons,0.99,5305,4.5,Games
2058,12 Minute Athlete HIIT Workouts,2.99,362,4.5,Health & Fitness
2059,Fluege.de - Finde den billigsten Flug,0.0,0,0.0,Travel
2060,"Retale - Coupons, Weekly Ads & Stores Nearby",0.0,4861,4.5,Shopping
2061,movieStudio-Video Editor&Slideshow Maker(pro),2.99,1033,4.5,Utilities
2062,Battleheart Legacy,4.99,3376,4.5,Games
2063,RealTimes: Video Maker,0.0,1274,4.5,Photo & Video
2064,The Room Two,1.99,36809,5.0,Games
2065,Move to measure - Flying Ruler,1.99,1702,4.0,Utilities
2066,Game of War - Fire Age,0.0,107916,4.0,Games
2067,Rhonna Designs,1.99,2971,4.5,Photo & Video
2068,Ninja Kid Run VR: Runner & Racing Games For Free,0.0,15399,4.5,Games
2069,Air Video HD - Now with multitasking and PiP support!,5.99,3610,4.5,Photo & Video
2070,"健康献立レシピ提案 オーガニック “Ohganic""",0.0,1,4.0,Food & Drink
2071,洋码头—正品保证海外买手带你全球购洋货,0.0,41,4.5,Shopping
2072,"Mister Maker: Let’s Make It! – Design, Draw, Paint, Make and Play",2.99,9,4.5,Entertainment
2073,My Little Pony - A Canterlot Wedding,2.99,273,3.5,Books & Reference
2074,djay 2,4.99,4511,4.5,Entertainment
2075,djay 2 for iPhone,1.99,3431,4.5,Entertainment
2076,School Lunch Food!,0.0,488,3.5,Games
2077,WinZip Full Version - The leading zip unzip and cloud file management tool,4.99,150,3.0,Utilities
2078,Rebuild 3: Gangs of Deadsville,4.99,238,4.5,Games
2079,Clip Video Download Pro.,6.99,530,4.0,Photo & Video
2080,VVebo - 微博客户端,0.99,259,4.5,Social Networking
2081,Burger Shop,0.99,299,5.0,Games
2082,Vainglory,0.0,23779,4.5,Games
2083,Tayasui Sketches Pro,4.99,1761,4.5,Productivity
2084,Jishokun-Japanese English Dictionary & Translator,0.0,0,0.0,Books & Reference
2085,Blackbar,2.99,409,4.0,Games
2086,Boom Beach,0.0,241929,4.5,Games
2087,LOCARI(ロカリ)-オトナ女子向けライフスタイル情報アプリ,0.0,0,0.0,Lifestyle
2088,Caveman Feast - 250 Paleo Recipes,2.99,1501,5.0,Food & Drink
2089,WGT Golf Game by Topgolf,0.0,53285,4.5,Games
2090,心霊たんち機 Plus,0.0,0,0.0,Entertainment
2091,Step Out Of Bed! Smart alarm clock to get awake early with a tricky and awakening steps counter - Best alarm app to wake up on time with alarmy music ringtone,1.99,6696,4.0,Lifestyle
2092,High 5 Casino - Real Vegas Slots!,0.0,9930,4.0,Games
2093,Alice Trapped in Wonderland,0.99,317,4.5,Games
2094,Fragment's Note2 Side:雫,2.99,0,0.0,Games
2095,RoomScan Pro - The app that draws floor plans by itself,4.99,1476,4.5,Utilities
2096,Top Hat Lecture,0.0,668,3.0,Education
2097,Automo Camera,0.99,5,4.5,Photo & Video
2098,ゲッターズ飯田の占い,0.0,0,0.0,Entertainment
2099,東京時層地図 for iPad,20.99,0,0.0,Navigation
2100,MARVEL Spider-Man Unlimited,0.0,64586,4.5,Games
2101,OfficeSuite Pro (Mobile Office),14.99,896,4.0,Business
2102,Skinseed - Skin Creator for Minecraft Skins,0.0,5222,4.0,Entertainment
2103,Kiosk Photo Transfer by Fujifilm,0.0,58,3.0,Photo & Video
2104,Skip-Bo™ Pro - The Classic Family Card Game,1.99,10239,4.5,Games
2105,Dr. Panda's Airport,2.99,352,4.5,Education
2106,VHS Camcorder,2.99,613,4.0,Photo & Video
2107,KICK: Official Football Card Trader,0.0,2641,3.5,Sports
2108,Candy Blast Mania,0.0,81648,4.5,Games
2109,7 Minute Workout Challenge,2.99,4137,4.5,Health & Fitness
2110,Photo Quilt - Auto Collage Maker,0.0,599,4.5,Photo & Video
2111,本気で英会話！ペラペラ英語　英単語・リスニング・TOEICの学習にも！,0.99,6,4.0,Education
2112,DEVICE 6,3.99,2036,4.5,Games
2113,Colossatron: Massive World Threat,0.99,2817,4.5,Games
2114,Rabbids Big Bang,0.99,598,4.5,Games
2115,Gods Of Rome,0.0,5526,4.5,Games
2116,Google Home,0.0,9303,3.5,Entertainment
2117,Batman: Arkham Origins,0.0,27738,4.5,Games
2118,Cut the Rope 2,1.99,12376,4.5,Games
2119,Talisman,1.99,511,4.0,Games
2120,SUBURBIA City Building Board Game,4.99,217,4.0,Games
2121,The Human Body by Tinybop,3.99,1922,4.0,Education
2122,My PlayHome Stores,2.99,1582,4.5,Entertainment
2123,筆姫 - オシャレなグリーティングカード SNS投稿 自宅印刷もOK,0.0,0,0.0,Lifestyle
2124,Voice Recorder (FREE),0.0,4640,4.5,Utilities
2125,Fairway Solitaire Blast,0.0,110062,4.5,Games
2126,Runtastic Six Pack Abs Workout & Core Trainer,0.0,4283,4.5,Health & Fitness
2127,Cops N Robbers (FPS) - Block Survival Multiplayer,0.0,27122,4.5,Games
2128,Spider Solitaire ∙,0.0,145,4.5,Games
2129,Telegram Messenger,0.0,7573,4.0,Social Networking
2130,Sonic & All-Stars Racing Transformed,0.0,9109,4.0,Games
2131,UC浏览器HD,0.0,78,4.0,Utilities
2132,buddhify - modern mindfulness for busy lives,4.99,501,4.5,Health & Fitness
2133,Squaready for Video - Convert Rectangle Movie Clip into Square Shape for Instagram,0.0,778,3.0,Photo & Video
2134,Stop - Fun Categories Word Game,0.0,8516,4.5,Games
2135,République,1.99,7078,4.5,Games
2136,Doom and Destiny,2.99,725,4.5,Games
2137,PicLab Studio - Creative Editing & Graphic Design,2.99,20200,4.5,Photo & Video
2138,Facetune for iPad,5.99,1718,4.5,Photo & Video
2139,IQ Test - Pro Edition,2.99,529,4.5,Games
2140,"Hopster: Kids TV, Nursery Rhymes, Music, Fun Games",0.0,58,3.5,Education
2141,腾讯欢乐麻将全集,0.0,205,3.5,Games
2142,SlideStory - Create a slideshow movie and a snap video,0.0,220,4.5,Photo & Video
2143,Toca Cars,2.99,1238,4.0,Education
2144,Mimpi,0.0,816,4.5,Games
2145,Daniel Tiger’s Day & Night,0.0,314,3.5,Education
2146,Disneynature Explore,0.0,202,4.0,Entertainment
2147,JD Sports,0.0,18,4.0,Shopping
2148,ABC Ninja - The Alphabet Slicing Game for Kids,0.99,172,4.0,Education
2149,Cascade: Fun Spin and Match Puzzle Game,0.0,60488,4.5,Games
2150,Font Candy+ Typography - Editor Add Text To Photos,2.99,9021,4.5,Photo & Video
2151,Octagon - A Minimal Arcade Game with Maximum Challenge,1.99,1072,4.5,Games
2152,AdBlock,1.99,1477,4.0,Utilities
2153,Nowait Guest,0.0,1625,3.0,Food & Drink
2154,Google Play Music,0.0,10118,3.5,Entertainment
2155,Frozen Free Fall,0.0,50593,4.5,Games
2156,Castle Clash: Brave Squads,0.0,47963,4.0,Games
2157,Assassin's Creed Pirates,0.0,23895,4.5,Games
2158,Lost Echo,2.99,684,4.5,Games
2159,IXL - Math and English,0.0,3546,3.0,Education
2160,"Budget- Expense Tracker,Bill Reminder,Debt Manager",0.99,173,4.5,Finance
2161,Capital One for iPad,0.0,21858,4.5,Finance
2162,Piano - Play Keyboard Music Games with Magic Tiles,0.0,1636,4.5,Entertainment
2163,Quik – GoPro Video Editor to edit clips with music,0.0,28654,4.5,Photo & Video
2164,myCANAL - la TV by CANAL en direct et replay,0.0,118,4.5,Entertainment
2165,ProCamera.,4.99,1525,4.5,Photo & Video
2166,ULTRA4 Offroad Racing,1.99,205,3.5,Games
2167,Ace Fishing: Wild Catch,0.0,65831,4.5,Games
2168,Icycle: On Thin Ice,2.99,2347,4.5,Games
2169,3D Anatomy,3.99,91,4.5,Medical
2170,War Commander: Rogue Assault,0.0,3858,4.5,Games
2171,Electric RC Sim,2.99,209,4.5,Games
2172,Shadow Fight 2,0.0,99206,4.5,Games
2173,Calendars 5 - Daily Planner and Task Manager,6.99,11768,4.5,Productivity
2174,Flick Kick Football Legends,0.0,11250,4.5,Games
2175,Chatous - Chat with new people,0.0,1609,3.0,Social Networking
2176,Fitness and Bodybuilding by VGFIT,0.99,364,4.5,Health & Fitness
2177,Geometry Dash Lite,0.0,370370,5.0,Games
2178,QR Code Reader by Scan,0.0,1452,4.5,Utilities
2179,Feed Me Oil 2,0.99,296,4.0,Games
2180,Race The Sun,4.99,602,4.5,Games
2181,Articulation Test Center Pro,59.99,29,4.5,Education
2182,TunesFlow - Music Player with Equalizer,3.99,63,4.5,Entertainment
2183,Deemo,1.99,15855,5.0,Games
2184,Pocket Troops,0.0,1005,4.5,Games
2185,Pandemic: The Board Game,2.99,1259,4.5,Games
2186,Panda Pop,0.0,41214,4.5,Games
2187,Mindfulness Daily,1.99,1245,5.0,Health & Fitness
2188,Magic Tower Touch,0.99,91,4.5,Games
2189,Slam Dunk Basketball 2 - Play & Do Good,0.0,2963,4.5,Games
2190,100 PICS Coloring - free color in book game app,0.0,1929,5.0,Games
2191,Ever - Capture Your Memories,0.0,12755,4.5,Productivity
2192,Royal Revolt 2 – Defend Your Castle,0.0,25152,4.5,Games
2193,My Boo - Virtual Pet with Mini Games for Kids,0.0,55783,4.5,Games
2194,Starfall FREE,0.0,1019,3.5,Education
2195,Jet Car Stunts 2,0.0,1862,3.5,Games
2196,Oceanhorn ™,7.99,4336,4.5,Games
2197,Bose SoundTouch,0.0,3687,4.0,Entertainment
2198,Dreii,3.99,148,4.0,Games
2199,WordBrain,0.0,391401,4.5,Games
2200,GANMA! - 漫画が制限ナシで読み放題のマンガアプリ,0.0,31,4.5,Books & Reference
2201,QQ International,0.0,274,2.0,Social Networking
2202,"DraftKings - Daily Fantasy Golf, Baseball, & More",0.0,20251,4.5,Sports
2203,FOX Sports GO,0.0,13898,3.0,Sports
2204,Forge of Empires,0.0,15617,4.5,Games
2205,Square Cash - Send Money for Free,0.0,23775,4.5,Finance
2206,Cops N Robbers (Jail Break) - Survival Mini Game,0.0,6013,4.0,Games
2207,Star Chart Infinite,4.99,257,4.5,Education
2208,"Foundations Memory Work Tutorials, Cycle 2",15.99,88,3.5,Education
2209,Cooking Fever,0.0,107797,4.5,Games
2210,PICTLOGICA FINAL FANTASY,0.0,154,3.5,Games
2211,Papa's Freezeria HD,2.99,2535,4.5,Games
2212,SafeTrek - Personal Safety,0.0,2227,4.5,Lifestyle
2213,Driving test 2017,0.0,5,3.5,Education
2214,Force Saber of Light,0.0,5424,4.5,Entertainment
2215,ZaZa Remote-Universal Remote Control,0.0,83,3.0,Utilities
2216,Jam League,0.0,4361,4.5,Games
2217,一骑当千OL-万人国战（Legend Of Warrior）,0.0,151,4.5,Games
2218,Fantastical 2 for iPhone - Calendar and Reminders,4.99,5405,4.5,Productivity
2219,Toca Mini,2.99,536,4.0,Education
2220,Swamp Attack,0.0,16968,4.5,Games
2221,QuizUp™,0.0,72989,4.5,Games
2222,Epic! - Unlimited Books for Kids,0.0,6676,4.5,Education
2223,Dominos Pro,1.99,1072,4.5,Games
2224,FINAL FANTASY VI,14.99,2998,4.5,Games
2225,FireChat,0.0,1037,3.0,Social Networking
2227,DoorDash - Food Delivery,0.0,25947,4.5,Food & Drink
2228,Touchgrind Skate 2,4.99,2816,4.5,Games
2229,ダイエット女子が痩せた魔法のアプリ-食事・運動・美容＠DIET,0.0,0,0.0,Health & Fitness
2230,Block Fortress: War,1.99,1889,4.5,Games
2231,Broken Sword 5 - the Serpent's Curse,6.99,199,4.0,Games
2232,Blocky Roads,0.99,3282,4.5,Games
2233,Optical Inquisitor 17+,0.99,12099,5.0,Games
2234,comico/人気オリジナル漫画が毎日更新！/コミコ,0.0,62,4.5,Books & Reference
2235,G1牧場ステークス,4.99,0,0.0,Games
2236,Trial Xtreme 4,0.0,3403,4.0,Games
2237,The Occupant,0.99,155,4.5,Games
2238,Hidden City®: Mystery of Shadows,0.0,37304,4.5,Games
2239,"Ebates: Cash Back, Coupons & Rebate Shopping App",0.0,12617,5.0,Shopping
2240,FizzUp – Online Fitness Trainer,0.0,5,5.0,Health & Fitness
2241,Trivia Crack (No Ads),2.99,77370,4.5,Games
2242,Pitu,0.0,968,5.0,Photo & Video
2243,"Funny Veggies! Educational games for children and babies: logic, counting, colors, sums. Development for preschoolers, activities for kids (2, 3, 4, 5 year: baby, boy and girl)!",3.99,6,3.5,Education
2244,Lep's World 3,0.0,11341,4.5,Games
2245,"Flipp - Weekly Ads, Shopping List, and Coupons",0.0,6677,4.5,Shopping
2246,WEAR - Fashion Lookbook,0.0,66,4.0,Shopping
2247,"Police Lights 3 - Fire Truck, Police and Paramedic Sirens",0.99,12,2.5,Entertainment
2248,Battle Supremacy,4.99,3124,4.0,Games
2249,Christmas Countdown 2017,0.0,334,4.5,Entertainment
2250,それゆけ！ヤンキッキー,0.0,0,0.0,Games
2251,Sunday Lawn Seasons,0.99,1420,4.5,Games
2252,FACIE,0.0,514,3.5,Photo & Video
2253,TCS NYC Marathon,0.0,43,3.5,Sports
2254,Cookie Jam,0.0,52831,4.5,Games
2255,LEGO® Star Wars™:  The Complete Saga,0.0,19340,4.0,Games
2256,THE KING OF FIGHTERS '97,2.99,681,4.5,Games
2257,Monument Valley,3.99,24909,4.5,Games
2258,Pan Book 2: Chasing the Keeper,5.99,394,4.5,Books & Reference
2259,Green Screen by Do Ink,2.99,257,3.5,Education
2260,Hue Halloween for Philips Hue,1.99,54,3.5,Entertainment
2261,ProCam 4 - Manual Camera + RAW,4.99,5150,4.5,Photo & Video
2262,Toca Hair Salon Me,2.99,895,4.0,Entertainment
2263,Christmas Dentist Doctor Kid Games (Girls & Boys),0.0,6917,4.5,Games
2264,Double Dragon Trilogy,2.99,427,4.0,Games
2265,Sago Mini Ocean Swimmer,2.99,690,4.5,Education
2266,Disney Magic Kingdoms,0.0,17213,4.0,Games
2267,XFINITY Stream,0.0,14198,3.0,Entertainment
2268,Hitman GO,4.99,8673,4.5,Games
2269,Disney Applause,0.0,1654,2.0,Entertainment
2270,秀色秀场-网红直播 聊天交友,0.0,6,2.5,Social Networking
2271,Timeline Builder: Create Custom Timelines,1.99,21,2.5,Education
2272,SHOWROOM - video live streaming,0.0,20,5.0,Entertainment
2273,GhostCallDX,0.0,0,0.0,Education
2274,God of Light,1.99,3542,4.5,Games
2275,Super Why! Phonics Fair,3.99,72,3.0,Education
2276,Beat the Boss 3 (17+),0.99,507,4.5,Games
2277,Cut the Rope: Time Travel Free,0.0,4327,4.0,Games
2278,Xbox,0.0,72187,4.5,Entertainment
2279,Raildale - Railroad & Railway Building Game,2.99,61,4.0,Games
2280,A Dark Room,0.99,29540,4.5,Games
2281,Arise: Beat Procrastination & dominate todo lists!,2.99,52,4.0,Productivity
2282,LEGO® Marvel Super Heroes: Universe in Peril,4.99,1784,4.0,Games
2283,美团外卖-甜点生鲜等零食配送，鲜花蛋糕准时必达,0.0,225,4.5,Food & Drink
2284,"FandangoNOW - Movies + TV - anytime, anywhere",0.0,787,2.0,Entertainment
2285,Farming Simulator 14,0.0,3615,4.0,Games
2286,VivaVideo - Best Video Editor & Photo Movie Maker,0.0,10618,4.5,Photo & Video
2287,Ski Safari: Adventure Time - Stunt Skiing Endless Runner with Finn and BMO,0.99,3699,4.5,Games
2288,美男美女診断,0.0,0,0.0,Entertainment
2289,Literacy Leveler,4.99,196,3.5,Education
2290,Detective Grimoire,1.99,439,4.5,Games
2291,Dr. Panda Bus Driver,2.99,536,4.5,Education
2292,Dr. Panda Home,2.99,691,4.5,Education
2293,Red－shop the world,0.0,768,4.5,Shopping
2294,PDF Pro 2 - The ultimate PDF app,4.99,149,4.0,Business
2295,我的密码-极简账号备忘录，安全记录管家,1.99,2,5.0,Productivity
2296,Blek,2.99,20144,4.5,Games
2297,"PDF Expert 6: Read, annotate & edit PDF documents",9.99,15248,4.5,Productivity
2298,bergfex/Ski PRO,2.99,9,4.0,Weather
2299,MONSTER HUNTER FREEDOM UNITE for iOS,14.99,2170,4.5,Games
2300,Pocket Stables,4.99,160,4.5,Games
2301,GraphNCalc83,6.99,311,4.5,Education
2302,Team Umizoomi: Math Racer HD,4.99,169,3.5,Education
2303,Google Play Movies & TV,0.0,1195,3.0,Entertainment
2304,MixChannel,0.0,6,4.0,Photo & Video
2305,Alpha Omega,0.0,2892,4.5,Games
2306,Toca Lab: Elements,2.99,1689,4.0,Entertainment
2307,Wallpapers for Me - Themes & Background Images,0.0,16925,4.5,Entertainment
2308,Pimp Your Screen - Custom Themes & Wallpapers,1.99,6424,4.5,Lifestyle
2309,"Weather Live - Weather Forecast, Radar and Alerts",4.99,28497,4.5,Weather
2310,Weather Live Free - Weather Forecast & Alerts,0.0,35702,4.5,Weather
2311,Emoji Keyboard for Me - Free Emoji Keyboard Themes,0.0,4162,4.5,Utilities
2312,Emoji Keyboard for Me - Keyboard Themes & Emojis,2.99,2167,4.0,Utilities
2313,Pimp Your Sound,1.99,425,4.0,Entertainment
2314,Calculator Pro for iPad - Scientific Calculator,2.99,6645,4.5,Utilities
2315,Calculator Pro for iPad Free - Smart Calculator,0.0,47803,4.5,Utilities
2316,Alarm Clock for Me - Best Wake Up Music & Clock,0.0,4959,4.0,Utilities
2317,Alarm Clock for Me - Sleep Timer & Event Countdown,3.99,1635,4.0,Utilities
2318,"Notepad+: Take Notes, Annotate and Write on PDF",14.99,6288,4.5,Productivity
2319,NOAA Radar Pro – Weather Alerts & Forecast,3.99,28032,4.5,Weather
2320,NOAA Weather Radar - Weather Forecast & HD Radar,0.0,45696,4.5,Weather
2321,Serato Remote Mini,4.99,50,3.0,Entertainment
2322,スタバで呪文,0.0,0,0.0,Food & Drink
2323,NightCap Camera,1.99,128,4.0,Photo & Video
2324,新概念英语2015最新版-英美全四册,0.99,6,5.0,Education
2325,InstaVideo Pro - Add background music to videos,1.99,51,2.0,Utilities
2326,Skateboard Party 2,1.99,187,4.5,Games
2327,Cursive Writing Wizard - Kids Learn to Write Letters & Words,4.99,121,5.0,Education
2328,AJ Jump: Animal Jam Kangaroos!,1.99,834,4.5,Games
2329,Calculator HD - the missing calculator on your iPad,1.99,42,4.5,Utilities
2330,Weaphones: Firearms Simulator Volume 2,2.99,481,4.5,Games
2331,Skyline Skaters,0.0,11785,4.5,Games
2332,Pakka Pets Village - Build a Cute Virtual Pet Town,0.0,11933,4.5,Games
2333,戦国乙女〜剣戟に舞う白き剣聖〜,14.99,0,0.0,Games
2334,スナイパイ72,0.99,0,0.0,Games
2335,"Blokus™ – Attack, Block & Defend!",1.99,423,3.5,Games
2336,MetaMoJi Note Lite,0.0,93,4.0,Productivity
2337,Grand Theft Auto: San Andreas,6.99,32533,4.0,Games
2338,Waterlogue,3.99,1827,4.5,Photo & Video
2339,7 Minute Workout Challenge HD for iPad,2.99,258,4.5,Health & Fitness
2340,Hard Time VIP (Prison Sim),4.99,276,4.0,Games
2341,AngerForce - Strikers,3.99,22,3.5,Games
2342,Power Ping Pong,4.99,69,3.5,Games
2343,懂球帝 - 足球迷必备神器,0.0,439,4.5,Sports
2344,Disney Movies Anywhere: Watch Your Disney Movies!,0.0,15900,3.5,Entertainment
2345,"FXNOW - Full Episodes, Movies, and Stream Live TV",0.0,9496,3.0,Entertainment
2346,Angry Birds Epic RPG,0.0,84680,4.5,Games
2347,Criminal Case,0.0,63291,4.5,Games
2348,Spider: Rite of the Shrouded Moon,4.99,155,4.5,Games
2349,航旅纵横PRO-官方航班动态、手机值机、机票,0.99,197,4.5,Travel
2350,TV App,0.99,195,4.5,Lifestyle
2351,YouCam Perfect - Photo & Selfie Editor,0.0,4293,4.5,Photo & Video
2352,MiP App,0.0,4350,4.5,Entertainment
2353,宜搜小说-亿万网友共享高品质阅读离线追更,0.0,201,4.5,Books & Reference
2354,Hide N Seek : Mini Multiplayer Game,0.0,10358,4.0,Games
2355,合戦!!にんじゃ村,4.99,0,0.0,Games
2356,Stick & MojiMe New,0.99,10,1.5,Lifestyle
2357,Bowling King,0.0,60271,4.5,Games
2358,Microtrip,0.0,1551,4.5,Games
2359,Pointless Quiz,1.99,32,4.5,Games
2360,LEGO® Star Wars™:  Microfighters,0.99,139,3.5,Games
2361,Date & Time Photo Stamp,0.99,21,2.5,Photo & Video
2362,LEGO® Friends,4.99,400,4.0,Games
2363,News Pro - Breitbart Edition,0.99,244,3.5,News
2364,Ducky Fuzz,0.99,1,5.0,Games
2365,FilmStory - For All Your Video Editing Needs,0.0,66,4.0,Photo & Video
2366,Kahuna,0.99,59,4.0,Games
2367,MiFlight™ – Airport security line wait times at checkpoints for domestic and international travelers,0.0,493,4.5,Travel
2368,WWE SuperCard,0.0,13842,4.5,Games
2369,iA Writer,3.99,541,4.0,Productivity
2370,Beast Poker,0.0,0,0.0,Games
2371,Shadowmatic,3.99,6136,4.5,Games
2372,Dungeon Boss,0.0,20980,4.5,Games
2373,Motorsport Manager,1.99,2394,4.5,Games
2374,ChineseSkill -Learn Mandarin Chinese Language Free,0.0,6077,5.0,Education
2375,"GoodReader - PDF Reader, Annotator and File Manager",4.99,4756,4.5,Productivity
2376,miCal - the missing calendar with reminders,1.99,245,4.0,Productivity
2377,FilmStory Pro - For All Your Video Editing Needs,3.99,0,0.0,Photo & Video
2378,Naughty Kitties,0.0,4162,4.5,Games
2379,FlixBus - bus travel in Europe,0.0,92,4.5,Travel
2380,GoodNotes 4 - Notes & PDF,7.99,7004,4.5,Productivity
2381,Isabelle Dance Studio,0.99,178,3.0,Games
2382,Threes!,2.99,18494,4.5,Games
2383,The Amazing Spider-Man 2,6.99,8843,4.0,Games
2384,Santa was in my House! Catch Santa Camera,0.99,2,1.0,Games
2385,Fonta,0.99,217,4.0,Photo & Video
2386,Effects Studio,1.99,64,4.0,Photo & Video
2387,"Quick Fit - 7 Minute Workout, Abs, and Yoga",0.0,407,4.5,Health & Fitness
2388,First Strike 1.3,3.99,1016,4.0,Games
2389,R.B.I. Baseball 14,4.99,4459,3.0,Games
2390,Shadow Blade,1.99,503,4.5,Games
2391,Beautiful Japanese Handwriting,0.0,0,0.0,Education
2392,J&J Official 7 Minute Workout,0.0,4861,5.0,Health & Fitness
2393,赤ペン 提出カメラ,0.0,0,0.0,Education
2394,Heart of Vegas Slots – Casino Slot Machine Games,0.0,19355,4.5,Games
2395,Mixgram - Picture Collage Maker - Pic Photo Editor,0.0,54282,4.5,Photo & Video
2396,"Yoshirt - Design Your Own Custom Tshirt, Tote Bag, Socks and More",0.0,1849,4.0,Lifestyle
2397,Farming USA,1.99,987,4.5,Games
2398,咪咕视频-电视剧综艺直播,0.0,0,0.0,Lifestyle
2399,Patrick Kane's MVP Hockey,3.99,849,4.5,Games
2400,宜人贷借款,0.0,12,4.5,Finance
2401,AG Drive,3.99,1218,4.0,Games
2402,Beautiful Japanese Handwriting for iPhone,0.0,0,0.0,Education
2403,Jodel,0.0,1193,4.5,Social Networking
2404,Block Сity Wars: game and skin export to minecraft,0.0,13097,4.5,Games
2405,KORG Gadget,39.99,1297,4.5,Entertainment
2406,"Warhammer 40,000: Deathwatch - Tyranid Invasion",1.99,2917,4.5,Games
2407,Jurassic World™: The Game,0.0,149138,4.5,Games
2408,Card Wars - Adventure Time Card Game,3.99,13245,3.5,Games
2409,开心消消乐®,0.0,40,4.0,Games
2410,"Logos Quiz -Guess the most famous brands, new fun!",0.0,58640,5.0,Games
2411,UK Snow Radar,1.99,0,0.0,Weather
2412,VPN SecureLine - privacy & security by Avast,0.0,1534,4.0,Utilities
2413,feather for Twitter,2.99,22,4.5,Social Networking
2414,Smart Channel -New Style of News Reader-,0.0,0,0.0,News
2415,ゆるドラシル -本格派神話RPG-,0.0,14,4.5,Games
2416,QRコードリーダー for iPhone - 無料で使えるQRコード読み取り用アプリ,0.0,1,5.0,Productivity
2417,Crazy Taxi™ City Rush,0.0,22877,4.5,Games
2418,Disco Zoo,0.0,24999,4.5,Games
2419,Staccal 2 - Calendars and Reminder,0.99,14,3.5,Productivity
2420,Slice Fractions,3.99,834,4.5,Education
2421,Mimitos Virtual cat with minigames,0.0,8899,4.5,Games
2422,Jumpy Horse Show Jumping,2.99,746,4.0,Games
2423,Tengami,3.99,703,4.0,Games
2424,Drillbook Next Reader,2.99,7,3.5,Entertainment
2425,Carp Fishing Simulator,4.99,39,4.0,Games
2426,Dr. Panda's Restaurant 2,2.99,3821,4.5,Education
2427,"平安好车主-用车助手,安全管家",0.0,5,1.5,Lifestyle
2428,Let's do pretend Ice-cream shop! - Work Experience-Based Brain Training App,1.99,0,0.0,Education
2429,工银融e联,0.0,13,1.5,Finance
2430,Nintype,4.99,813,3.5,Productivity
2431,MarcoPolo Ocean,0.0,529,4.5,Education
2432,お弁当をつくろう！ママごっこ－お仕事体験知育アプリ,1.99,0,0.0,Education
2433,Caf - Mon Compte,0.0,0,0.0,Utilities
2434,"Got It - Homework Help Math, Chem, Physics Solver",0.0,4903,4.5,Education
2435,RollerCoaster Tycoon® 4 Mobile™,0.0,21407,3.5,Games
2436,TMNT: Brothers Unite,2.99,449,4.0,Games
2437,Repost It! for Instagram Pro - Video Photo Whiz,2.99,745,4.0,Social Networking
2438,Rookie Cam - Photo Editor & Filter Camera,0.0,33921,4.5,Photo & Video
2439,Out There: Ω Edition,3.99,1895,4.5,Games
2440,mySTATE - State College,0.99,26,4.5,Navigation
2441,宜搜小说-热门网络书籍看书追更必备神器,0.99,8,5.0,Books & Reference
2442,Tricks for iPhone (Pro),1.99,0,0.0,Utilities
2443,Athletics: Winter Sports (Full Version),0.99,142,4.0,Games
2444,作业帮-小初高学生拍照答疑学习辅导助手,0.0,101,4.5,Education
2445,Shin Megami Tensei (ENG),7.99,147,5.0,Games
2446,Adobe Photoshop Lightroom for iPad,0.0,2005,4.0,Photo & Video
2447,Words with Friends – Best Word Game,0.0,160668,4.5,Games
2448,Speak & Translate － Live Voice and Text Translator,19.99,4344,4.5,Books & Reference
2449,Speak & Translate － Voice and Text Translator,0.0,12062,4.5,Productivity
2450,Photon X Private Browser and Flash Player for iPad,0.99,18,4.0,Productivity
2451,ALOE -ダイエット・ヨガ・エクササイズ…健康美を追求する女性の人気無料ニュースアプリ,0.0,0,0.0,Lifestyle
2452,MagicBars - HomeScreen Wallpaper With Creativity,1.99,84,3.0,Entertainment
2453,Lastronaut,0.0,1576,4.5,Games
2454,Crazy Kitchen,0.0,30704,5.0,Games
2455,Tynker - Learn to Code. Programming Made Easy.,0.0,771,4.5,Education
2456,War Robots,0.0,97122,4.5,Games
